codigo_barras,nome,categoria,preco,quantidade,validade
7891000394231,Produto 5379,Categoria B,43,20,22/04/2030
7891000394788,Produto 5936,Categoria D,43,21,22/06/2031
7891000390274,Produto 1422,Categoria C,43,23,07/02/2029
7891000393457,Produto 4605,Categoria C,43,24,20/12/2027
7891000395014,Produto 6162,Categoria A,43,26,29/03/2031
7891000393456,Produto 4604,Categoria C,44,5,11/05/2028
7891000394675,Produto 5823,Categoria D,44,5,20/10/2031
7891000397932,Produto 9080,Categoria A,44,11,01/07/2029
7891000389415,Produto 563,Categoria C,44,14,22/12/2033
7891000390180,Produto 1328,Categoria B,44,14,17/08/2029
7891000396584,Produto 7732,Categoria D,44,14,20/10/2034
7891000396913,Produto 8061,Categoria A,44,17,21/04/2033
7891000391529,Produto 2677,Categoria C,44,19,04/01/2032
7891000393834,Produto 4982,Categoria D,44,19,11/12/2027
7891000394812,Produto 5960,Categoria D,44,26,03/10/2029
7891000398068,Produto 9216,Categoria B,44,28,07/08/2028
7891000390001,Produto 1149,Categoria A,44,29,27/06/2034
7891000392659,Produto 3807,Categoria D,45,4,12/07/2032
7891000397451,Produto 8599,Categoria C,45,4,07/03/2034
7891000392081,Produto 3229,Categoria B,45,5,11/02/2026
7891000389941,Produto 1089,Categoria A,45,6,16/07/2027
7891000398585,Produto 9733,Categoria D,45,9,15/03/2033
7891000396934,Produto 8082,Categoria A,45,10,01/06/2031
7891000397102,Produto 8250,Categoria B,45,10,13/08/2031
7891000388873,Produto 21,Categoria A,45,11,29/11/2026
7891000394971,Produto 6119,Categoria A,45,14,11/05/2033
7891000397806,Produto 8954,Categoria D,45,18,07/08/2032
7891000391752,Produto 2900,Categoria D,45,19,03/01/2034
7891000398111,Produto 9259,Categoria B,45,19,12/09/2030
7891000397933,Produto 9081,Categoria A,45,21,28/05/2034
7891000392000,Produto 3148,Categoria A,45,27,27/04/2027
7891000389427,Produto 575,Categoria C,45,28,27/05/2027
7891000397096,Produto 8244,Categoria B,45,28,21/06/2033
7891000395160,Produto 6308,Categoria B,46,4,07/06/2031
7891000396109,Produto 7257,Categoria B,46,4,31/12/2032
7891000393257,Produto 4405,Categoria B,46,16,28/02/2032
7891000394616,Produto 5764,Categoria D,46,27,03/11/2029
7891000394366,Produto 5514,Categoria C,46,28,29/11/2030
7891000392054,Produto 3202,Categoria A,46,29,29/07/2028
7891000390816,Produto 1964,Categoria D,47,8,23/11/2032
7891000391142,Produto 2290,Categoria B,47,11,02/06/2030
7891000396687,Produto 7835,Categoria D,47,11,27/11/2032
7891000397581,Produto 8729,Categoria D,47,23,12/09/2032
7891000397564,Produto 8712,Categoria D,47,25,04/10/2026
7891000392223,Produto 3371,Categoria B,47,26,19/09/2028
7891000392195,Produto 3343,Categoria B,47,27,20/03/2029
7891000395565,Produto 6713,Categoria D,47,27,27/04/2029
7891000394542,Produto 5690,Categoria C,47,28,11/09/2033
7891000389280,Produto 428,Categoria C,47,29,17/12/2034
7891000392442,Produto 3590,Categoria C,48,4,23/10/2026
7891000398269,Produto 9417,Categoria C,48,5,25/07/2032
7891000390773,Produto 1921,Categoria D,48,8,26/04/2032
7891000394510,Produto 5658,Categoria C,48,16,12/04/2027
7891000389046,Produto 194,Categoria A,48,21,26/12/2028
7891000394412,Produto 5560,Categoria C,48,21,12/05/2026
7891000391430,Produto 2578,Categoria C,48,23,24/06/2030
7891000390604,Produto 1752,Categoria D,48,27,05/04/2030
7891000393900,Produto 5048,Categoria A,48,29,03/03/2028
7891000392813,Produto 3961,Categoria D,49,3,01/11/2033
7891000397331,Produto 8479,Categoria C,49,16,09/04/2032
7891000391030,Produto 2178,Categoria A,49,18,05/10/2032
7891000389506,Produto 654,Categoria C,49,19,04/02/2030
7891000396063,Produto 7211,Categoria B,49,22,09/01/2030
7891000396799,Produto 7947,Categoria D,49,26,14/05/2034
7891000392571,Produto 3719,Categoria D,49,29,18/04/2028
7891000394777,Produto 5925,Categoria D,50,5,18/12/2026
7891000391406,Produto 2554,Categoria C,50,7,30/10/2027
7891000389479,Produto 627,Categoria C,50,9,04/05/2029
7891000391634,Produto 2782,Categoria D,50,9,03/04/2027
7891000393189,Produto 4337,Categoria B,50,9,02/10/2031
7891000392753,Produto 3901,Categoria D,50,14,01/04/2028
7891000390447,Produto 1595,Categoria C,50,15,31/08/2027
7891000394148,Produto 5296,Categoria B,50,19,09/03/2026
7891000396223,Produto 7371,Categoria B,50,27,17/09/2030
7891000393373,Produto 4521,Categoria C,50,28,30/01/2028
7891000389369,Produto 517,Categoria C,50,29,25/04/2029
7891000389536,Produto 684,Categoria C,51,7,08/07/2030
7891000397105,Produto 8253,Categoria B,51,25,23/02/2028
7891000391178,Produto 2326,Categoria B,52,4,02/05/2028
7891000393685,Produto 4833,Categoria D,52,6,23/03/2032
7891000390067,Produto 1215,Categoria B,52,10,24/02/2034
7891000392506,Produto 3654,Categoria C,52,11,15/01/2028
7891000398089,Produto 9237,Categoria B,52,11,26/09/2031
7891000390088,Produto 1236,Categoria B,52,15,27/03/2033
7891000393525,Produto 4673,Categoria C,52,16,10/05/2029
7891000389115,Produto 263,Categoria B,52,22,19/02/2027
7891000392722,Produto 3870,Categoria D,52,23,05/10/2031
7891000395605,Produto 6753,Categoria D,52,23,05/05/2034
7891000398836,Produto 9984,Categoria D,52,23,21/10/2031
7891000395899,Produto 7047,Categoria A,52,28,04/08/2032
7891000396327,Produto 7475,Categoria C,52,29,21/10/2029
7891000394560,Produto 5708,Categoria D,52,30,07/11/2034
7891000395364,Produto 6512,Categoria C,53,6,20/06/2034
7891000391580,Produto 2728,Categoria D,53,11,30/01/2033
7891000390841,Produto 1989,Categoria D,53,12,14/09/2033
7891000390849,Produto 1997,Categoria D,53,13,17/07/2026
7891000392798,Produto 3946,Categoria D,53,21,20/08/2034
7891000397255,Produto 8403,Categoria C,53,27,10/02/2029
7891000398352,Produto 9500,Categoria C,53,27,05/10/2027
7891000394222,Produto 5370,Categoria B,54,4,28/01/2032
7891000394555,Produto 5703,Categoria C,54,6,28/09/2026
7891000393201,Produto 4349,Categoria B,54,11,22/07/2032
7891000389084,Produto 232,Categoria B,54,16,25/12/2028
7891000389288,Produto 436,Categoria C,54,17,06/07/2030
7891000396743,Produto 7891,Categoria D,54,17,30/03/2027
7891000398507,Produto 9655,Categoria C,54,18,07/10/2028
7891000392373,Produto 3521,Categoria C,54,19,12/11/2033
7891000390885,Produto 2033,Categoria A,54,20,18/03/2028
7891000397835,Produto 8983,Categoria D,54,21,12/02/2032
7891000390956,Produto 2104,Categoria A,54,25,05/10/2031
7891000390839,Produto 1987,Categoria D,55,3,13/04/2027
7891000398474,Produto 9622,Categoria C,55,3,26/02/2029
7891000393540,Produto 4688,Categoria C,55,11,13/10/2030
7891000390744,Produto 1892,Categoria D,55,15,13/06/2032
7891000396631,Produto 7779,Categoria D,55,16,01/07/2029
7891000396558,Produto 7706,Categoria D,55,18,02/12/2033
7891000392361,Produto 3509,Categoria C,55,19,20/03/2026
7891000395676,Produto 6824,Categoria D,55,20,18/07/2030
7891000396245,Produto 7393,Categoria B,56,11,15/07/2030
7891000393250,Produto 4398,Categoria B,56,16,13/08/2032
7891000396550,Produto 7698,Categoria C,56,16,06/01/2032
7891000391028,Produto 2176,Categoria A,56,24,09/03/2034
7891000395209,Produto 6357,Categoria B,56,26,02/06/2026
7891000396431,Produto 7579,Categoria C,56,26,22/05/2032
7891000396699,Produto 7847,Categoria D,56,29,16/02/2030
7891000398236,Produto 9384,Categoria B,57,5,11/05/2033
7891000392625,Produto 3773,Categoria D,57,6,21/11/2026
7891000391022,Produto 2170,Categoria A,57,8,01/02/2029
7891000397335,Produto 8483,Categoria C,57,10,27/08/2034
7891000392921,Produto 4069,Categoria A,57,18,11/09/2030
7891000389911,Produto 1059,Categoria A,57,25,13/02/2026
7891000389679,Produto 827,Categoria D,57,26,06/01/2026
7891000390388,Produto 1536,Categoria C,57,26,25/06/2033
7891000392748,Produto 3896,Categoria D,57,30,10/02/2034
7891000389760,Produto 908,Categoria D,58,4,27/09/2029
7891000390331,Produto 1479,Categoria C,58,4,18/09/2026
7891000391167,Produto 2315,Categoria B,58,6,21/05/2028
7891000397422,Produto 8570,Categoria C,58,7,16/10/2031
7891000398732,Produto 9880,Categoria D,58,22,22/01/2031
7891000389742,Produto 890,Categoria D,58,24,16/09/2030
7891000398592,Produto 9740,Categoria D,59,3,13/02/2030
7891000393232,Produto 4380,Categoria B,59,4,06/07/2027
7891000396503,Produto 7651,Categoria C,59,6,12/01/2028
7891000394319,Produto 5467,Categoria C,59,16,25/02/2032
7891000388943,Produto 91,Categoria A,59,17,14/03/2030
7891000390036,Produto 1184,Categoria A,59,19,30/01/2028
7891000391663,Produto 2811,Categoria D,59,19,18/03/2033
7891000398633,Produto 9781,Categoria D,59,19,16/06/2027
7891000395001,Produto 6149,Categoria A,59,22,28/02/2030
7891000397916,Produto 9064,Categoria A,59,26,30/08/2031
7891000389447,Produto 595,Categoria C,59,28,18/03/2031
7891000397366,Produto 8514,Categoria C,59,28,26/08/2028
7891000391429,Produto 2577,Categoria C,59,30,04/11/2033
7891000389140,Produto 288,Categoria B,60,5,23/05/2026
7891000389800,Produto 948,Categoria D,60,5,24/01/2033
7891000391433,Produto 2581,Categoria C,60,14,12/08/2031
7891000394748,Produto 5896,Categoria D,60,18,10/02/2031
7891000392192,Produto 3340,Categoria B,60,19,08/12/2030
7891000397407,Produto 8555,Categoria C,60,26,02/01/2030
7891000394350,Produto 5498,Categoria C,60,29,11/01/2030
7891000390568,Produto 1716,Categoria D,61,5,09/07/2034
7891000397879,Produto 9027,Categoria A,61,5,25/05/2026
7891000390435,Produto 1583,Categoria C,61,7,16/12/2028
7891000393215,Produto 4363,Categoria B,61,9,14/12/2033
7891000394661,Produto 5809,Categoria D,61,9,03/06/2032
7891000392424,Produto 3572,Categoria C,61,11,11/07/2030
7891000390838,Produto 1986,Categoria D,61,17,09/05/2034
7891000396843,Produto 7991,Categoria D,61,17,18/03/2032
7891000398098,Produto 9246,Categoria B,61,24,24/01/2032
7891000392926,Produto 4074,Categoria A,61,25,23/01/2028
7891000394293,Produto 5441,Categoria C,61,28,21/06/2030
7891000389732,Produto 880,Categoria D,62,3,06/11/2034
7891000388986,Produto 134,Categoria A,62,4,23/11/2034
7891000389794,Produto 942,Categoria D,62,5,01/07/2026
7891000389816,Produto 964,Categoria D,62,11,18/10/2033
7891000397148,Produto 8296,Categoria B,62,11,30/09/2026
7891000391617,Produto 2765,Categoria D,62,12,27/03/2034
7891000389213,Produto 361,Categoria B,62,14,03/01/2029
7891000392733,Produto 3881,Categoria D,62,30,03/05/2028
7891000397545,Produto 8693,Categoria C,62,30,07/04/2032
7891000395307,Produto 6455,Categoria C,63,8,21/04/2034
7891000390211,Produto 1359,Categoria B,63,12,26/02/2032
7891000393964,Produto 5112,Categoria A,63,16,04/06/2027
7891000389927,Produto 1075,Categoria A,63,19,08/11/2030
7891000392230,Produto 3378,Categoria B,63,20,22/10/2030
7891000392649,Produto 3797,Categoria D,63,25,03/12/2031
7891000391924,Produto 3072,Categoria A,63,26,01/04/2026
7891000390147,Produto 1295,Categoria B,63,27,07/02/2033
7891000392364,Produto 3512,Categoria C,64,5,04/12/2026
7891000389882,Produto 1030,Categoria A,64,7,06/03/2031
7891000397457,Produto 8605,Categoria C,64,9,26/02/2034
7891000393895,Produto 5043,Categoria A,64,11,05/10/2031
7891000392550,Produto 3698,Categoria C,64,13,24/08/2027
7891000396782,Produto 7930,Categoria D,64,16,28/09/2033
7891000394380,Produto 5528,Categoria C,64,20,30/04/2033
7891000391598,Produto 2746,Categoria D,64,27,04/06/2033
7891000392547,Produto 3695,Categoria C,64,28,13/04/2029
7891000393263,Produto 4411,Categoria C,65,7,05/01/2033
7891000395732,Produto 6880,Categoria D,65,8,27/05/2034
7891000390920,Produto 2068,Categoria A,65,9,02/09/2031
7891000392325,Produto 3473,Categoria C,65,9,04/10/2031
7891000390786,Produto 1934,Categoria D,65,21,10/08/2034
7891000398086,Produto 9234,Categoria B,65,28,12/07/2030
7891000389461,Produto 609,Categoria C,65,29,08/07/2027
7891000394040,Produto 5188,Categoria A,65,30,07/05/2026
7891000396513,Produto 7661,Categoria C,66,4,05/05/2027
7891000397474,Produto 8622,Categoria C,66,5,14/01/2031
7891000395111,Produto 6259,Categoria B,66,14,23/05/2026
7891000391288,Produto 2436,Categoria C,66,18,08/05/2030
7891000395070,Produto 6218,Categoria B,66,24,06/11/2031
7891000397613,Produto 8761,Categoria D,66,28,19/07/2032
7891000396991,Produto 8139,Categoria A,67,13,30/01/2030
7891000398080,Produto 9228,Categoria B,67,15,30/09/2028
7891000395324,Produto 6472,Categoria C,67,21,09/06/2030
7891000392656,Produto 3804,Categoria D,67,23,26/07/2034
7891000397003,Produto 8151,Categoria A,67,24,25/01/2032
7891000390904,Produto 2052,Categoria A,67,26,16/10/2032
7891000395940,Produto 7088,Categoria A,67,26,25/04/2026
7891000390928,Produto 2076,Categoria A,68,4,31/08/2029
7891000390578,Produto 1726,Categoria D,68,6,13/12/2026
7891000394202,Produto 5350,Categoria B,68,13,24/10/2026
7891000390386,Produto 1534,Categoria C,68,22,28/01/2029
7891000393941,Produto 5089,Categoria A,68,25,24/05/2031
7891000392363,Produto 3511,Categoria C,68,30,06/11/2026
7891000392266,Produto 3414,Categoria C,69,6,23/04/2027
7891000398329,Produto 9477,Categoria C,69,7,14/03/2032
7891000394487,Produto 5635,Categoria C,69,9,08/11/2026
7891000390363,Produto 1511,Categoria C,69,11,02/04/2034
7891000391122,Produto 2270,Categoria B,69,11,26/09/2026
7891000394179,Produto 5327,Categoria B,69,11,28/12/2026
7891000394010,Produto 5158,Categoria A,69,12,14/09/2032
7891000396585,Produto 7733,Categoria D,69,15,13/02/2032
7891000397779,Produto 8927,Categoria D,69,16,05/11/2034
7891000391199,Produto 2347,Categoria B,69,24,26/03/2027
7891000395954,Produto 7102,Categoria A,69,25,12/03/2032
7891000395706,Produto 6854,Categoria D,69,27,17/02/2028
7891000397560,Produto 8708,Categoria D,70,3,22/12/2032
7891000397878,Produto 9026,Categoria A,70,3,21/06/2028
7891000390923,Produto 2071,Categoria A,70,4,09/05/2033
7891000394978,Produto 6126,Categoria A,70,6,02/08/2026
7891000392542,Produto 3690,Categoria C,70,18,08/09/2031
7891000390426,Produto 1574,Categoria C,70,19,01/07/2028
7891000389233,Produto 381,Categoria B,70,23,02/01/2034
7891000397758,Produto 8906,Categoria D,70,23,30/10/2033
7891000390698,Produto 1846,Categoria D,70,30,07/01/2033
7891000396790,Produto 7938,Categoria D,71,4,06/12/2032
7891000398143,Produto 9291,Categoria B,71,11,04/03/2033
7891000394798,Produto 5946,Categoria D,71,24,22/10/2031
7891000390132,Produto 1280,Categoria B,71,26,11/02/2029
7891000394194,Produto 5342,Categoria B,71,27,14/07/2029
7891000392026,Produto 3174,Categoria A,72,4,16/02/2030
7891000396810,Produto 7958,Categoria D,72,10,12/03/2033
7891000389676,Produto 824,Categoria D,72,12,26/11/2034
7891000398091,Produto 9239,Categoria B,72,13,29/04/2032
7891000389108,Produto 256,Categoria B,72,14,30/04/2030
7891000393279,Produto 4427,Categoria C,72,14,19/01/2027
7891000390083,Produto 1231,Categoria B,72,17,04/01/2034
7891000392993,Produto 4141,Categoria A,72,17,25/12/2030
7891000398134,Produto 9282,Categoria B,72,18,09/08/2029
7891000392612,Produto 3760,Categoria D,72,19,06/10/2033
7891000393859,Produto 5007,Categoria A,72,26,30/04/2031
7891000395547,Produto 6695,Categoria C,73,5,29/03/2032
7891000396329,Produto 7477,Categoria C,73,5,21/10/2027
7891000391639,Produto 2787,Categoria D,73,7,17/02/2033
7891000392838,Produto 3986,Categoria D,73,8,19/03/2028
7891000394795,Produto 5943,Categoria D,73,9,19/03/2034
7891000389661,Produto 809,Categoria D,73,12,13/01/2034
7891000394389,Produto 5537,Categoria C,73,13,23/01/2031
7891000398274,Produto 9422,Categoria C,73,15,24/03/2033
7891000398369,Produto 9517,Categoria C,73,20,22/10/2032
7891000389067,Produto 215,Categoria B,73,23,12/02/2029
7891000391879,Produto 3027,Categoria A,73,23,24/04/2027
7891000398781,Produto 9929,Categoria D,73,30,13/10/2031
7891000389654,Produto 802,Categoria D,74,7,16/02/2034
7891000391950,Produto 3098,Categoria A,74,7,20/12/2031
7891000392796,Produto 3944,Categoria D,74,13,27/11/2034
7891000397027,Produto 8175,Categoria A,74,20,19/10/2032
7891000395077,Produto 6225,Categoria B,74,27,29/06/2032
7891000395529,Produto 6677,Categoria C,74,28,27/04/2029
7891000391441,Produto 2589,Categoria C,74,30,20/11/2029
7891000391546,Produto 2694,Categoria C,74,30,04/05/2031
7891000393265,Produto 4413,Categoria C,75,9,20/11/2027
7891000398761,Produto 9909,Categoria D,75,13,18/04/2030
7891000393320,Produto 4468,Categoria C,75,23,23/12/2028
7891000390297,Produto 1445,Categoria C,76,7,13/07/2028
7891000395972,Produto 7120,Categoria A,76,13,13/07/2027
7891000397984,Produto 9132,Categoria A,76,19,15/05/2034
7891000398483,Produto 9631,Categoria C,76,23,23/05/2029
7891000394340,Produto 5488,Categoria C,76,24,19/09/2033
7891000390324,Produto 1472,Categoria C,76,27,23/06/2033
7891000391801,Produto 2949,Categoria D,76,27,07/10/2029
7891000398239,Produto 9387,Categoria B,77,4,18/12/2026
7891000398802,Produto 9950,Categoria D,77,17,17/05/2030
7891000394528,Produto 5676,Categoria C,77,21,12/08/2029
7891000390665,Produto 1813,Categoria D,77,23,28/03/2029
7891000392870,Produto 4018,Categoria A,77,29,09/11/2032
7891000397006,Produto 8154,Categoria A,77,30,31/05/2032
7891000391858,Produto 3006,Categoria A,78,4,06/01/2030
7891000389595,Produto 743,Categoria D,78,15,20/12/2028
7891000397651,Produto 8799,Categoria D,78,18,24/12/2033
7891000394848,Produto 5996,Categoria A,78,19,16/06/2026
7891000395991,Produto 7139,Categoria A,78,21,31/05/2032
7891000391100,Produto 2248,Categoria B,78,23,07/07/2030
7891000393858,Produto 5006,Categoria A,78,25,23/03/2033
7891000391939,Produto 3087,Categoria A,78,26,15/05/2030
7891000396390,Produto 7538,Categoria C,78,30,02/09/2030
7891000395543,Produto 6691,Categoria C,79,4,18/11/2027
7891000394827,Produto 5975,Categoria D,79,6,03/11/2033
7891000395952,Produto 7100,Categoria A,79,13,26/10/2032
7891000390565,Produto 1713,Categoria D,79,14,12/03/2031
7891000391278,Produto 2426,Categoria C,79,17,03/01/2030
7891000398661,Produto 9809,Categoria D,79,20,24/10/2029
7891000390121,Produto 1269,Categoria B,79,24,06/05/2026
7891000397643,Produto 8791,Categoria D,79,25,20/04/2030
7891000395497,Produto 6645,Categoria C,79,27,01/09/2030
7891000396663,Produto 7811,Categoria D,79,28,19/10/2030
7891000396138,Produto 7286,Categoria B,79,30,20/09/2029
7891000391414,Produto 2562,Categoria C,80,3,28/02/2033
7891000393838,Produto 4986,Categoria D,80,4,25/06/2028
7891000390016,Produto 1164,Categoria A,80,5,08/05/2026
7891000391228,Produto 2376,Categoria B,80,9,14/03/2034
7891000392966,Produto 4114,Categoria A,80,9,12/03/2029
7891000396668,Produto 7816,Categoria D,80,11,25/01/2034
7891000391465,Produto 2613,Categoria C,80,12,02/02/2027
7891000398662,Produto 9810,Categoria D,80,13,02/10/2028
7891000397040,Produto 8188,Categoria A,80,14,30/01/2032
7891000390333,Produto 1481,Categoria C,80,24,04/08/2032
7891000392015,Produto 3163,Categoria A,80,26,31/07/2026
7891000395520,Produto 6668,Categoria C,80,26,15/04/2030
7891000393101,Produto 4249,Categoria B,80,30,31/01/2034
7891000392927,Produto 4075,Categoria A,81,5,28/02/2032
7891000392757,Produto 3905,Categoria D,81,8,01/03/2032
7891000395459,Produto 6607,Categoria C,81,13,31/05/2031
7891000397935,Produto 9083,Categoria A,81,13,08/10/2032
7891000391127,Produto 2275,Categoria B,81,16,11/01/2031
7891000395234,Produto 6382,Categoria B,81,16,11/08/2033
7891000394472,Produto 5620,Categoria C,81,18,12/10/2034
7891000398364,Produto 9512,Categoria C,81,27,31/03/2030
7891000393860,Produto 5008,Categoria A,81,28,02/05/2027
7891000390891,Produto 2039,Categoria A,81,30,28/12/2034
7891000391019,Produto 2167,Categoria A,82,5,12/12/2029
7891000392782,Produto 3930,Categoria D,82,8,02/09/2031
7891000392438,Produto 3586,Categoria C,82,9,20/04/2031
7891000394860,Produto 6008,Categoria A,82,12,25/02/2028
7891000391833,Produto 2981,Categoria D,82,15,09/04/2032
7891000389810,Produto 958,Categoria D,82,17,04/06/2029
7891000395006,Produto 6154,Categoria A,82,17,22/11/2027
7891000396034,Produto 7182,Categoria A,82,24,26/01/2028
7891000396414,Produto 7562,Categoria C,82,24,08/02/2026
7891000395770,Produto 6918,Categoria D,82,25,23/06/2031
7891000394051,Produto 5199,Categoria A,82,26,26/06/2026
7891000391633,Produto 2781,Categoria D,82,27,27/12/2030
7891000396720,Produto 7868,Categoria D,83,6,30/03/2031
7891000394683,Produto 5831,Categoria D,83,8,08/03/2027
7891000394985,Produto 6133,Categoria A,83,11,21/08/2031
7891000397317,Produto 8465,Categoria C,83,15,07/03/2026
7891000396073,Produto 7221,Categoria B,83,17,03/07/2030
7891000396219,Produto 7367,Categoria B,83,20,05/06/2026
7891000397792,Produto 8940,Categoria D,83,20,04/06/2031
7891000398692,Produto 9840,Categoria D,83,24,18/08/2032
7891000396633,Produto 7781,Categoria D,83,27,25/11/2027
7891000392706,Produto 3854,Categoria D,84,7,20/11/2027
7891000396998,Produto 8146,Categoria A,84,16,23/04/2028
7891000395827,Produto 6975,Categoria D,84,17,26/10/2030
7891000390397,Produto 1545,Categoria C,84,19,30/11/2030
7891000396491,Produto 7639,Categoria C,84,19,01/02/2034
7891000393310,Produto 4458,Categoria C,84,23,23/02/2029
7891000396439,Produto 7587,Categoria C,84,28,09/07/2026
7891000398655,Produto 9803,Categoria D,84,30,28/09/2026
7891000392817,Produto 3965,Categoria D,85,5,23/10/2029
7891000397995,Produto 9143,Categoria A,85,6,08/10/2027
7891000391965,Produto 3113,Categoria A,85,11,17/11/2031
7891000389571,Produto 719,Categoria D,85,12,20/10/2033
7891000393102,Produto 4250,Categoria B,85,21,28/08/2028
7891000390191,Produto 1339,Categoria B,85,26,25/09/2026
7891000390751,Produto 1899,Categoria D,85,28,21/06/2032
7891000395027,Produto 6175,Categoria A,85,28,01/11/2031
7891000389195,Produto 343,Categoria B,85,29,13/11/2028
7891000392769,Produto 3917,Categoria D,86,5,14/06/2028
7891000390078,Produto 1226,Categoria B,86,14,04/07/2028
7891000391479,Produto 2627,Categoria C,86,14,14/12/2032
7891000389285,Produto 433,Categoria C,86,17,23/06/2029
7891000394554,Produto 5702,Categoria C,86,17,28/04/2026
7891000393338,Produto 4486,Categoria C,86,21,12/07/2033
7891000396557,Produto 7705,Categoria D,86,24,19/01/2026
7891000389935,Produto 1083,Categoria A,86,26,01/03/2028
7891000392823,Produto 3971,Categoria D,86,29,30/05/2028
7891000398830,Produto 9978,Categoria D,86,29,29/10/2027
7891000392249,Produto 3397,Categoria B,86,30,19/02/2032
7891000391352,Produto 2500,Categoria C,87,8,05/08/2031
7891000392985,Produto 4133,Categoria A,87,8,01/04/2032
7891000396165,Produto 7313,Categoria B,87,13,07/10/2033
7891000397303,Produto 8451,Categoria C,87,16,10/01/2026
7891000395670,Produto 6818,Categoria D,87,26,13/11/2031
7891000393298,Produto 4446,Categoria C,87,30,25/11/2033
7891000391388,Produto 2536,Categoria C,88,13,23/08/2028
7891000392106,Produto 3254,Categoria B,88,18,10/04/2034
7891000389967,Produto 1115,Categoria A,88,19,20/01/2033
7891000398725,Produto 9873,Categoria D,88,22,19/10/2028
7891000396682,Produto 7830,Categoria D,88,26,01/05/2026
7891000390594,Produto 1742,Categoria D,89,8,06/11/2028
7891000392646,Produto 3794,Categoria D,89,10,22/03/2031
7891000391599,Produto 2747,Categoria D,89,11,27/06/2029
7891000397844,Produto 8992,Categoria A,89,15,16/03/2034
7891000394851,Produto 5999,Categoria A,89,17,10/01/2032
7891000389840,Produto 988,Categoria D,89,18,11/09/2033
7891000394600,Produto 5748,Categoria D,89,18,14/02/2034
7891000395285,Produto 6433,Categoria C,89,21,23/09/2033
7891000390298,Produto 1446,Categoria C,89,23,11/01/2029
7891000396853,Produto 8001,Categoria A,89,23,17/11/2026
7891000393766,Produto 4914,Categoria D,89,29,14/02/2027
7891000395314,Produto 6462,Categoria C,89,29,30/08/2030
7891000396764,Produto 7912,Categoria D,90,5,23/10/2029
7891000397073,Produto 8221,Categoria B,90,5,24/01/2033
7891000397260,Produto 8408,Categoria C,90,11,27/12/2033
7891000392533,Produto 3681,Categoria C,90,13,02/09/2028
7891000389512,Produto 660,Categoria C,90,15,30/08/2029
7891000394321,Produto 5469,Categoria C,90,17,29/05/2030
7891000390196,Produto 1344,Categoria B,90,18,06/06/2033
7891000395093,Produto 6241,Categoria B,90,19,06/01/2027
7891000393264,Produto 4412,Categoria C,90,20,21/01/2030
7891000396666,Produto 7814,Categoria D,90,20,08/11/2029
7891000397800,Produto 8948,Categoria D,90,24,24/05/2033
7891000396107,Produto 7255,Categoria B,90,25,29/01/2034
7891000396292,Produto 7440,Categoria C,90,27,25/09/2034
7891000397615,Produto 8763,Categoria D,90,28,04/10/2028
7891000389647,Produto 795,Categoria D,91,10,05/06/2031
7891000389931,Produto 1079,Categoria A,91,14,31/05/2029
7891000398432,Produto 9580,Categoria C,91,15,06/02/2026
7891000389359,Produto 507,Categoria C,91,19,12/10/2034
7891000391951,Produto 3099,Categoria A,91,21,27/04/2031
7891000389298,Produto 446,Categoria C,91,24,31/01/2028
7891000397350,Produto 8498,Categoria C,91,25,07/11/2027
7891000398595,Produto 9743,Categoria D,91,28,04/09/2026
7891000390545,Produto 1693,Categoria C,92,10,04/12/2027
7891000395021,Produto 6169,Categoria A,92,11,07/06/2026
7891000390603,Produto 1751,Categoria D,92,15,25/08/2028
7891000396351,Produto 7499,Categoria C,92,15,11/05/2030
7891000391459,Produto 2607,Categoria C,92,17,28/10/2030
7891000394212,Produto 5360,Categoria B,92,17,16/04/2032
7891000394529,Produto 5677,Categoria C,92,17,30/09/2029
7891000395503,Produto 6651,Categoria C,92,17,14/12/2034
7891000398668,Produto 9816,Categoria D,92,19,11/10/2031
7891000391085,Produto 2233,Categoria B,92,21,14/03/2026
7891000392852,Produto 4000,Categoria A,92,22,13/07/2031
7891000390640,Produto 1788,Categoria D,92,23,03/06/2034
7891000397059,Produto 8207,Categoria B,92,29,09/10/2029
7891000391640,Produto 2788,Categoria D,93,4,21/01/2033
7891000393228,Produto 4376,Categoria B,93,5,01/11/2034
7891000391291,Produto 2439,Categoria C,93,20,01/06/2028
7891000394861,Produto 6009,Categoria A,93,24,19/06/2028
7891000394854,Produto 6002,Categoria A,93,26,07/12/2027
7891000392777,Produto 3925,Categoria D,93,30,18/11/2028
7891000391164,Produto 2312,Categoria B,94,3,14/12/2031
7891000395092,Produto 6240,Categoria B,94,9,05/02/2031
7891000390440,Produto 1588,Categoria C,94,10,28/02/2031
7891000391812,Produto 2960,Categoria D,94,13,05/01/2029
7891000392941,Produto 4089,Categoria A,94,13,19/06/2026
7891000389242,Produto 390,Categoria B,94,14,07/02/2027
7891000395323,Produto 6471,Categoria C,94,14,21/05/2029
7891000397671,Produto 8819,Categoria D,94,17,21/04/2027
7891000388928,Produto 76,Categoria A,94,23,31/05/2030
7891000389400,Produto 548,Categoria C,94,23,27/01/2026
7891000394192,Produto 5340,Categoria B,94,24,13/02/2032
7891000389061,Produto 209,Categoria B,94,26,02/08/2027
7891000393799,Produto 4947,Categoria D,94,26,29/05/2032
7891000391490,Produto 2638,Categoria C,95,7,08/05/2026
