codigo_barras,nome,categoria,preco,quantidade,validade
7891000392275,Produto 3423,Categoria C,251,10,01/10/2028
7891000392204,Produto 3352,Categoria B,251,14,10/12/2029
7891000391341,Produto 2489,Categoria C,251,18,24/09/2034
7891000391665,Produto 2813,Categoria D,251,21,03/01/2031
7891000393502,Produto 4650,Categoria C,251,24,18/04/2034
7891000393047,Produto 4195,Categoria A,251,26,31/07/2034
7891000390052,Produto 1200,Categoria A,252,5,20/02/2029
7891000390740,Produto 1888,Categoria D,252,5,29/05/2030
7891000393688,Produto 4836,Categoria D,252,5,09/09/2026
7891000394530,Produto 5678,Categoria C,252,5,28/01/2028
7891000395556,Produto 6704,Categoria D,252,5,03/12/2032
7891000395353,Produto 6501,Categoria C,252,6,31/12/2027
7891000398144,Produto 9292,Categoria B,252,6,03/10/2027
7891000389646,Produto 794,Categoria D,252,7,10/12/2027
7891000398528,Produto 9676,Categoria C,252,9,24/04/2032
7891000393426,Produto 4574,Categoria C,252,10,13/02/2030
7891000390488,Produto 1636,Categoria C,252,11,26/01/2032
7891000392199,Produto 3347,Categoria B,252,12,11/06/2030
7891000392227,Produto 3375,Categoria B,252,12,12/10/2031
7891000396572,Produto 7720,Categoria D,252,12,21/10/2027
7891000392023,Produto 3171,Categoria A,252,13,22/12/2034
7891000390255,Produto 1403,Categoria B,252,17,07/12/2033
7891000389649,Produto 797,Categoria D,252,20,01/09/2029
7891000393926,Produto 5074,Categoria A,252,21,12/05/2031
7891000395508,Produto 6656,Categoria C,252,25,20/01/2033
7891000392169,Produto 3317,Categoria B,253,17,09/03/2031
7891000396096,Produto 7244,Categoria B,253,20,06/03/2027
7891000391576,Produto 2724,Categoria D,253,22,06/05/2033
7891000393674,Produto 4822,Categoria D,253,23,02/10/2026
7891000394596,Produto 5744,Categoria D,253,24,14/09/2033
7891000397755,Produto 8903,Categoria D,253,24,30/07/2033
7891000389817,Produto 965,Categoria D,253,30,22/09/2031
7891000391155,Produto 2303,Categoria B,254,3,17/06/2031
7891000389010,Produto 158,Categoria A,254,5,30/06/2028
7891000393797,Produto 4945,Categoria D,254,5,02/12/2028
7891000397915,Produto 9063,Categoria A,254,12,01/06/2031
7891000395030,Produto 6178,Categoria A,254,24,10/10/2033
7891000393365,Produto 4513,Categoria C,254,25,25/01/2032
7891000391713,Produto 2861,Categoria D,254,28,18/04/2032
7891000390413,Produto 1561,Categoria C,254,29,12/11/2031
7891000398373,Produto 9521,Categoria C,254,29,03/10/2034
7891000394952,Produto 6100,Categoria A,254,30,11/02/2031
7891000396625,Produto 7773,Categoria D,255,4,13/06/2029
7891000389824,Produto 972,Categoria D,255,6,08/04/2031
7891000390039,Produto 1187,Categoria A,255,9,07/01/2027
7891000391389,Produto 2537,Categoria C,255,9,25/04/2034
7891000394981,Produto 6129,Categoria A,255,9,07/02/2031
7891000391251,Produto 2399,Categoria B,255,10,29/05/2034
7891000397894,Produto 9042,Categoria A,255,12,25/10/2034
7891000395406,Produto 6554,Categoria C,255,13,28/05/2033
7891000397152,Produto 8300,Categoria B,255,14,24/09/2033
7891000389104,Produto 252,Categoria B,255,15,05/06/2032
7891000390742,Produto 1890,Categoria D,255,16,06/12/2032
7891000395012,Produto 6160,Categoria A,255,17,19/08/2032
7891000395930,Produto 7078,Categoria A,255,23,24/09/2028
7891000395383,Produto 6531,Categoria C,256,4,07/09/2034
7891000398374,Produto 9522,Categoria C,256,6,08/04/2029
7891000390118,Produto 1266,Categoria B,256,12,23/08/2027
7891000390995,Produto 2143,Categoria A,256,16,12/07/2032
7891000388876,Produto 24,Categoria A,256,17,16/11/2031
7891000398309,Produto 9457,Categoria C,256,22,18/06/2032
7891000396286,Produto 7434,Categoria C,256,24,03/05/2034
7891000395072,Produto 6220,Categoria B,257,3,10/05/2031
7891000390572,Produto 1720,Categoria D,257,7,25/06/2029
7891000397111,Produto 8259,Categoria B,257,9,03/11/2030
7891000391350,Produto 2498,Categoria C,257,11,24/04/2030
7891000393485,Produto 4633,Categoria C,257,13,02/01/2031
7891000395453,Produto 6601,Categoria C,257,13,16/05/2030
7891000390978,Produto 2126,Categoria A,257,24,15/09/2032
7891000395265,Produto 6413,Categoria C,257,29,04/02/2033
7891000391337,Produto 2485,Categoria C,258,5,11/03/2031
7891000390708,Produto 1856,Categoria D,258,7,17/10/2026
7891000390862,Produto 2010,Categoria A,258,9,13/03/2034
7891000393145,Produto 4293,Categoria B,258,9,19/10/2027
7891000393694,Produto 4842,Categoria D,258,15,07/09/2029
7891000388886,Produto 34,Categoria A,258,18,17/01/2032
7891000397013,Produto 8161,Categoria A,258,18,26/01/2030
7891000395523,Produto 6671,Categoria C,258,26,15/08/2033
7891000393837,Produto 4985,Categoria D,258,28,01/07/2031
7891000398067,Produto 9215,Categoria B,258,29,27/02/2027
7891000389394,Produto 542,Categoria C,259,6,22/02/2026
7891000391791,Produto 2939,Categoria D,259,7,18/08/2034
7891000397005,Produto 8153,Categoria A,259,8,15/08/2033
7891000390890,Produto 2038,Categoria A,259,10,11/11/2029
7891000398419,Produto 9567,Categoria C,259,13,28/12/2030
7891000398794,Produto 9942,Categoria D,259,18,09/01/2030
7891000392439,Produto 3587,Categoria C,259,19,23/01/2033
7891000393743,Produto 4891,Categoria D,259,20,15/02/2027
7891000393596,Produto 4744,Categoria D,259,22,22/07/2032
7891000390045,Produto 1193,Categoria A,259,26,27/01/2027
7891000391660,Produto 2808,Categoria D,259,26,06/07/2032
7891000393954,Produto 5102,Categoria A,259,28,26/05/2027
7891000390748,Produto 1896,Categoria D,260,3,11/08/2029
7891000396946,Produto 8094,Categoria A,260,3,05/01/2031
7891000390769,Produto 1917,Categoria D,260,8,30/05/2030
7891000395681,Produto 6829,Categoria D,260,9,26/05/2027
7891000395154,Produto 6302,Categoria B,260,15,05/11/2027
7891000389303,Produto 451,Categoria C,260,19,31/03/2029
7891000395631,Produto 6779,Categoria D,260,29,11/10/2026
7891000392070,Produto 3218,Categoria B,260,30,11/04/2033
7891000394927,Produto 6075,Categoria A,261,5,20/02/2034
7891000396774,Produto 7922,Categoria D,261,6,06/08/2032
7891000390927,Produto 2075,Categoria A,261,7,06/08/2029
7891000398529,Produto 9677,Categoria C,261,8,01/05/2026
7891000391499,Produto 2647,Categoria C,261,11,07/11/2029
7891000393213,Produto 4361,Categoria B,261,11,24/06/2028
7891000394345,Produto 5493,Categoria C,261,14,26/04/2031
7891000397729,Produto 8877,Categoria D,261,17,02/12/2031
7891000390783,Produto 1931,Categoria D,261,18,07/02/2026
7891000392008,Produto 3156,Categoria A,261,25,27/12/2029
7891000395756,Produto 6904,Categoria D,261,25,10/09/2034
7891000393866,Produto 5014,Categoria A,261,26,03/04/2029
7891000397123,Produto 8271,Categoria B,261,26,07/06/2030
7891000393328,Produto 4476,Categoria C,262,6,25/03/2027
7891000398284,Produto 9432,Categoria C,262,9,02/05/2033
7891000395173,Produto 6321,Categoria B,262,11,30/11/2028
7891000395250,Produto 6398,Categoria B,262,11,16/01/2031
7891000397589,Produto 8737,Categoria D,262,15,17/09/2028
7891000391049,Produto 2197,Categoria A,262,16,24/07/2029
7891000391543,Produto 2691,Categoria C,262,16,18/02/2033
7891000398027,Produto 9175,Categoria A,262,21,23/04/2034
7891000396607,Produto 7755,Categoria D,262,23,27/02/2026
7891000392572,Produto 3720,Categoria D,262,25,03/09/2027
7891000391001,Produto 2149,Categoria A,262,26,21/12/2026
7891000395713,Produto 6861,Categoria D,262,28,01/01/2028
7891000392544,Produto 3692,Categoria C,262,30,19/07/2033
7891000389208,Produto 356,Categoria B,263,11,17/10/2034
7891000396524,Produto 7672,Categoria C,263,15,22/02/2034
7891000391092,Produto 2240,Categoria B,263,20,20/02/2032
7891000390026,Produto 1174,Categoria A,263,22,24/09/2034
7891000393910,Produto 5058,Categoria A,263,22,10/10/2029
7891000389488,Produto 636,Categoria C,263,24,12/05/2027
7891000389005,Produto 153,Categoria A,263,25,25/06/2028
7891000391606,Produto 2754,Categoria D,263,29,23/02/2030
7891000394439,Produto 5587,Categoria C,263,29,16/02/2034
7891000397541,Produto 8689,Categoria C,263,30,08/08/2034
7891000395950,Produto 7098,Categoria A,264,7,04/04/2032
7891000393396,Produto 4544,Categoria C,264,9,03/09/2026
7891000390392,Produto 1540,Categoria C,264,14,01/01/2034
7891000398736,Produto 9884,Categoria D,264,16,01/02/2033
7891000394568,Produto 5716,Categoria D,264,20,16/02/2029
7891000395736,Produto 6884,Categoria D,264,20,12/01/2026
7891000389397,Produto 545,Categoria C,264,21,04/10/2027
7891000395114,Produto 6262,Categoria B,264,21,23/06/2028
7891000393671,Produto 4819,Categoria D,264,23,01/11/2034
7891000390080,Produto 1228,Categoria B,264,26,26/02/2028
7891000394275,Produto 5423,Categoria C,264,28,12/05/2030
7891000394367,Produto 5515,Categoria C,264,29,15/02/2033
7891000389446,Produto 594,Categoria C,265,3,11/05/2032
7891000392644,Produto 3792,Categoria D,265,3,05/02/2033
7891000394149,Produto 5297,Categoria B,265,4,31/07/2028
7891000398170,Produto 9318,Categoria B,265,5,02/08/2029
7891000398135,Produto 9283,Categoria B,265,6,23/04/2026
7891000393254,Produto 4402,Categoria B,265,7,30/04/2033
7891000393553,Produto 4701,Categoria C,265,8,04/02/2033
7891000391836,Produto 2984,Categoria D,265,10,17/06/2030
7891000392922,Produto 4070,Categoria A,265,10,12/06/2029
7891000390935,Produto 2083,Categoria A,265,19,04/01/2028
7891000397562,Produto 8710,Categoria D,265,19,24/04/2027
7891000388921,Produto 69,Categoria A,265,21,11/05/2030
7891000392062,Produto 3210,Categoria B,265,21,07/04/2026
7891000394800,Produto 5948,Categoria D,265,23,24/04/2030
7891000396229,Produto 7377,Categoria B,265,23,17/12/2026
7891000392416,Produto 3564,Categoria C,265,26,11/12/2028
7891000390328,Produto 1476,Categoria C,266,4,10/03/2034
7891000389074,Produto 222,Categoria B,266,7,16/07/2033
7891000392076,Produto 3224,Categoria B,266,12,30/09/2031
7891000389474,Produto 622,Categoria C,266,13,03/04/2032
7891000391592,Produto 2740,Categoria D,266,16,04/10/2034
7891000391609,Produto 2757,Categoria D,266,22,14/09/2031
7891000389687,Produto 835,Categoria D,266,27,23/03/2026
7891000396753,Produto 7901,Categoria D,266,28,09/01/2030
7891000392789,Produto 3937,Categoria D,266,29,06/09/2026
7891000389788,Produto 936,Categoria D,267,3,10/06/2027
7891000391366,Produto 2514,Categoria C,267,3,12/11/2028
7891000394606,Produto 5754,Categoria D,267,4,09/02/2031
7891000398776,Produto 9924,Categoria D,267,10,11/03/2029
7891000398074,Produto 9222,Categoria B,267,12,15/05/2031
7891000398073,Produto 9221,Categoria B,267,13,18/07/2034
7891000398306,Produto 9454,Categoria C,267,15,21/04/2028
7891000395200,Produto 6348,Categoria B,267,18,26/11/2032
7891000397584,Produto 8732,Categoria D,267,24,06/10/2029
7891000397204,Produto 8352,Categoria B,267,25,13/01/2034
7891000395861,Produto 7009,Categoria A,267,26,12/04/2027
7891000390444,Produto 1592,Categoria C,268,6,12/07/2034
7891000392419,Produto 3567,Categoria C,268,13,18/10/2033
7891000396056,Produto 7204,Categoria B,268,15,16/05/2034
7891000390940,Produto 2088,Categoria A,268,16,25/11/2031
7891000396566,Produto 7714,Categoria D,268,17,13/05/2027
7891000397461,Produto 8609,Categoria C,268,20,03/07/2031
7891000397827,Produto 8975,Categoria D,268,28,31/10/2028
7891000389728,Produto 876,Categoria D,269,3,07/03/2030
7891000388874,Produto 22,Categoria A,269,5,01/08/2026
7891000397431,Produto 8579,Categoria C,269,5,28/02/2026
7891000392854,Produto 4002,Categoria A,269,6,04/02/2034
7891000389759,Produto 907,Categoria D,269,12,18/01/2029
7891000397355,Produto 8503,Categoria C,269,12,22/03/2032
7891000397580,Produto 8728,Categoria D,269,13,02/05/2029
7891000396185,Produto 7333,Categoria B,269,23,05/01/2031
7891000395573,Produto 6721,Categoria D,269,27,01/11/2033
7891000389320,Produto 468,Categoria C,269,28,24/06/2029
7891000390168,Produto 1316,Categoria B,270,4,23/08/2032
7891000394956,Produto 6104,Categoria A,270,5,14/04/2031
7891000397500,Produto 8648,Categoria C,270,15,27/02/2027
7891000394671,Produto 5819,Categoria D,270,16,31/08/2032
7891000396497,Produto 7645,Categoria C,270,16,29/12/2027
7891000394787,Produto 5935,Categoria D,270,20,13/09/2034
7891000395551,Produto 6699,Categoria C,270,21,17/11/2029
7891000389034,Produto 182,Categoria A,270,23,10/08/2034
7891000390832,Produto 1980,Categoria D,270,23,05/07/2027
7891000393708,Produto 4856,Categoria D,270,24,11/07/2026
7891000392323,Produto 3471,Categoria C,270,25,11/01/2033
7891000396474,Produto 7622,Categoria C,270,26,04/12/2032
7891000390207,Produto 1355,Categoria B,271,8,08/03/2027
7891000393369,Produto 4517,Categoria C,271,9,21/12/2033
7891000396306,Produto 7454,Categoria C,271,9,01/05/2033
7891000392700,Produto 3848,Categoria D,271,12,26/01/2027
7891000397356,Produto 8504,Categoria C,271,13,11/12/2028
7891000397086,Produto 8234,Categoria B,271,15,29/03/2027
7891000393874,Produto 5022,Categoria A,271,22,07/06/2031
7891000397917,Produto 9065,Categoria A,271,22,13/02/2032
7891000392670,Produto 3818,Categoria D,271,23,25/12/2032
7891000391118,Produto 2266,Categoria B,271,24,25/09/2026
7891000388896,Produto 44,Categoria A,271,26,17/06/2030
7891000391827,Produto 2975,Categoria D,271,27,29/10/2027
7891000397089,Produto 8237,Categoria B,271,29,03/04/2030
7891000391151,Produto 2299,Categoria B,272,4,19/12/2033
7891000394223,Produto 5371,Categoria B,272,6,06/05/2032
7891000393887,Produto 5035,Categoria A,272,9,08/12/2027
7891000393583,Produto 4731,Categoria D,272,11,27/08/2033
7891000389309,Produto 457,Categoria C,272,13,24/03/2026
7891000397528,Produto 8676,Categoria C,272,17,20/09/2029
7891000395444,Produto 6592,Categoria C,272,18,16/11/2031
7891000392021,Produto 3169,Categoria A,272,19,25/01/2030
7891000391901,Produto 3049,Categoria A,272,22,29/01/2034
7891000389364,Produto 512,Categoria C,272,23,16/04/2026
7891000392560,Produto 3708,Categoria D,272,25,10/08/2026
7891000389730,Produto 878,Categoria D,272,27,24/08/2031
7891000398478,Produto 9626,Categoria C,272,27,14/11/2031
7891000396352,Produto 7500,Categoria C,272,28,07/12/2032
7891000396653,Produto 7801,Categoria D,272,29,07/05/2034
7891000397264,Produto 8412,Categoria C,273,6,19/02/2028
7891000393246,Produto 4394,Categoria B,273,12,25/06/2026
7891000392622,Produto 3770,Categoria D,273,16,17/03/2031
7891000395281,Produto 6429,Categoria C,273,17,13/02/2030
7891000392490,Produto 3638,Categoria C,273,21,12/04/2029
7891000390973,Produto 2121,Categoria A,273,25,24/04/2029
7891000391865,Produto 3013,Categoria A,273,26,26/05/2030
7891000395632,Produto 6780,Categoria D,273,28,09/04/2027
7891000395069,Produto 6217,Categoria B,274,10,09/03/2028
7891000392640,Produto 3788,Categoria D,274,14,30/01/2027
7891000397428,Produto 8576,Categoria C,274,14,17/02/2026
7891000395415,Produto 6563,Categoria C,274,19,19/04/2027
7891000395097,Produto 6245,Categoria B,274,21,28/03/2026
7891000389539,Produto 687,Categoria C,274,28,03/11/2027
7891000397295,Produto 8443,Categoria C,274,30,29/12/2029
7891000395884,Produto 7032,Categoria A,275,10,30/12/2031
7891000396935,Produto 8083,Categoria A,275,12,10/06/2029
7891000392816,Produto 3964,Categoria D,275,13,12/12/2033
7891000394653,Produto 5801,Categoria D,275,15,18/08/2030
7891000397174,Produto 8322,Categoria B,275,16,12/12/2027
7891000398549,Produto 9697,Categoria C,275,16,27/12/2026
7891000390527,Produto 1675,Categoria C,275,18,21/08/2033
7891000396716,Produto 7864,Categoria D,275,20,23/10/2026
7891000390957,Produto 2105,Categoria A,275,25,30/04/2026
7891000394669,Produto 5817,Categoria D,275,29,19/06/2033
7891000391610,Produto 2758,Categoria D,276,4,09/06/2032
7891000393595,Produto 4743,Categoria D,276,5,19/10/2030
7891000393309,Produto 4457,Categoria C,276,8,18/03/2028
7891000397281,Produto 8429,Categoria C,276,18,01/11/2027
7891000396260,Produto 7408,Categoria C,276,24,23/10/2026
7891000393385,Produto 4533,Categoria C,276,28,25/05/2027
7891000398292,Produto 9440,Categoria C,276,29,03/02/2027
7891000397872,Produto 9020,Categoria A,277,7,15/06/2029
7891000394482,Produto 5630,Categoria C,277,12,13/12/2033
7891000394527,Produto 5675,Categoria C,277,15,18/12/2028
7891000397004,Produto 8152,Categoria A,277,16,08/06/2026
7891000395368,Produto 6516,Categoria C,277,20,01/06/2031
7891000389027,Produto 175,Categoria A,277,23,25/03/2029
7891000391624,Produto 2772,Categoria D,277,24,11/04/2033
7891000398391,Produto 9539,Categoria C,277,24,01/11/2031
7891000392918,Produto 4066,Categoria A,277,30,08/08/2027
7891000392075,Produto 3223,Categoria B,278,6,01/12/2033
7891000392805,Produto 3953,Categoria D,278,12,22/07/2033
7891000397337,Produto 8485,Categoria C,278,14,24/02/2031
7891000398573,Produto 9721,Categoria D,278,19,14/05/2031
7891000398032,Produto 9180,Categoria A,278,20,04/10/2032
7891000396965,Produto 8113,Categoria A,278,26,13/05/2034
7891000396304,Produto 7452,Categoria C,279,5,25/03/2031
7891000390247,Produto 1395,Categoria B,279,6,02/05/2031
7891000394858,Produto 6006,Categoria A,279,9,11/07/2032
7891000393419,Produto 4567,Categoria C,279,12,22/06/2031
7891000395724,Produto 6872,Categoria D,279,12,04/03/2028
7891000395642,Produto 6790,Categoria D,279,20,21/04/2027
7891000394037,Produto 5185,Categoria A,279,21,18/10/2026
7891000395271,Produto 6419,Categoria C,279,21,23/05/2033
7891000394943,Produto 6091,Categoria A,279,22,11/03/2029
7891000398412,Produto 9560,Categoria C,280,8,14/11/2029
7891000396199,Produto 7347,Categoria B,280,11,25/05/2031
7891000397369,Produto 8517,Categoria C,280,11,27/06/2028
7891000398230,Produto 9378,Categoria B,280,14,22/03/2029
7891000392953,Produto 4101,Categoria A,280,18,23/01/2026
7891000393387,Produto 4535,Categoria C,280,18,22/11/2028
7891000389549,Produto 697,Categoria C,280,19,25/09/2031
7891000392775,Produto 3923,Categoria D,280,19,18/04/2032
7891000395949,Produto 7097,Categoria A,280,19,30/04/2029
7891000398678,Produto 9826,Categoria D,280,20,15/12/2034
7891000392097,Produto 3245,Categoria B,280,21,05/05/2033
7891000390507,Produto 1655,Categoria C,280,26,06/12/2028
7891000395802,Produto 6950,Categoria D,280,27,11/12/2026
7891000391307,Produto 2455,Categoria C,280,28,31/08/2026
7891000390554,Produto 1702,Categoria C,281,4,29/05/2034
7891000397975,Produto 9123,Categoria A,281,5,20/04/2032
7891000391800,Produto 2948,Categoria D,281,6,07/02/2032
7891000398040,Produto 9188,Categoria A,281,9,23/08/2033
7891000394506,Produto 5654,Categoria C,281,10,19/11/2026
7891000396203,Produto 7351,Categoria B,281,10,26/10/2028
7891000396344,Produto 7492,Categoria C,281,12,22/11/2032
7891000390618,Produto 1766,Categoria D,281,16,19/10/2028
7891000390170,Produto 1318,Categoria B,281,23,23/02/2034
7891000396370,Produto 7518,Categoria C,281,24,27/02/2026
7891000394445,Produto 5593,Categoria C,281,27,15/04/2026
7891000391971,Produto 3119,Categoria A,281,30,21/03/2026
7891000397384,Produto 8532,Categoria C,282,3,17/01/2030
7891000396483,Produto 7631,Categoria C,282,8,13/06/2030
7891000395417,Produto 6565,Categoria C,282,9,29/07/2032
7891000398826,Produto 9974,Categoria D,282,11,02/03/2027
7891000395752,Produto 6900,Categoria D,282,12,29/07/2026
7891000392238,Produto 3386,Categoria B,282,15,03/03/2027
7891000391902,Produto 3050,Categoria A,282,18,29/03/2032
7891000389092,Produto 240,Categoria B,282,21,02/11/2030
7891000391088,Produto 2236,Categoria B,282,22,01/11/2029
7891000396291,Produto 7439,Categoria C,282,24,03/04/2033
7891000393988,Produto 5136,Categoria A,282,27,03/01/2034
7891000393035,Produto 4183,Categoria A,282,28,29/12/2030
7891000392071,Produto 3219,Categoria B,282,29,25/09/2032
7891000392444,Produto 3592,Categoria C,283,4,29/12/2028
7891000393701,Produto 4849,Categoria D,283,4,30/06/2031
7891000392422,Produto 3570,Categoria C,283,5,06/01/2034
7891000393447,Produto 4595,Categoria C,283,8,27/04/2033
7891000396232,Produto 7380,Categoria B,283,8,12/11/2034
7891000395047,Produto 6195,Categoria A,283,14,23/01/2026
7891000391694,Produto 2842,Categoria D,283,15,12/01/2029
7891000393559,Produto 4707,Categoria D,283,16,01/05/2030
7891000397014,Produto 8162,Categoria A,283,17,29/07/2031
7891000397353,Produto 8501,Categoria C,284,3,13/11/2029
7891000389621,Produto 769,Categoria D,284,7,08/03/2034
7891000396334,Produto 7482,Categoria C,284,8,30/10/2027
7891000388903,Produto 51,Categoria A,284,9,29/09/2030
7891000395187,Produto 6335,Categoria B,284,12,09/03/2034
7891000389401,Produto 549,Categoria C,284,14,03/07/2034
7891000393807,Produto 4955,Categoria D,284,14,08/11/2034
7891000394919,Produto 6067,Categoria A,284,19,11/01/2034
7891000397236,Produto 8384,Categoria B,284,27,17/09/2030
7891000388944,Produto 92,Categoria A,284,28,18/11/2034
7891000396243,Produto 7391,Categoria B,284,29,19/12/2033
7891000396851,Produto 7999,Categoria A,285,3,10/05/2034
7891000392384,Produto 3532,Categoria C,285,4,11/04/2031
7891000388945,Produto 93,Categoria A,285,5,01/08/2029
7891000389683,Produto 831,Categoria D,285,9,26/05/2034
7891000396531,Produto 7679,Categoria C,285,10,10/11/2033
7891000393372,Produto 4520,Categoria C,285,13,31/03/2028
7891000397840,Produto 8988,Categoria D,285,13,04/02/2030
7891000391194,Produto 2342,Categoria B,285,14,30/09/2030
7891000389686,Produto 834,Categoria D,285,16,21/10/2030
7891000391012,Produto 2160,Categoria A,285,20,12/08/2032
7891000395279,Produto 6427,Categoria C,285,20,07/11/2029
7891000389554,Produto 702,Categoria C,285,22,19/04/2026
7891000390128,Produto 1276,Categoria B,285,26,25/12/2031
7891000392610,Produto 3758,Categoria D,285,27,19/08/2030
7891000396459,Produto 7607,Categoria C,285,30,16/09/2032
7891000395033,Produto 6181,Categoria A,286,4,09/02/2034
7891000396729,Produto 7877,Categoria D,286,11,13/01/2030
7891000391541,Produto 2689,Categoria C,286,12,13/07/2034
7891000393942,Produto 5090,Categoria A,286,15,12/01/2034
7891000389329,Produto 477,Categoria C,286,17,25/06/2030
7891000390643,Produto 1791,Categoria D,286,17,13/03/2030
7891000396345,Produto 7493,Categoria C,286,17,21/06/2031
7891000394141,Produto 5289,Categoria B,286,19,15/02/2031
7891000394762,Produto 5910,Categoria D,286,20,22/02/2033
7891000392734,Produto 3882,Categoria D,286,24,04/09/2027
7891000392328,Produto 3476,Categoria C,286,25,20/02/2029
7891000394637,Produto 5785,Categoria D,286,26,20/08/2031
7891000395418,Produto 6566,Categoria C,286,26,13/01/2029
7891000396773,Produto 7921,Categoria D,286,30,17/09/2033
7891000396744,Produto 7892,Categoria D,287,9,22/11/2034
7891000398350,Produto 9498,Categoria C,287,11,15/08/2032
7891000394666,Produto 5814,Categoria D,287,12,05/04/2032
7891000390983,Produto 2131,Categoria A,287,15,22/09/2031
7891000394590,Produto 5738,Categoria D,287,16,10/12/2033
7891000390868,Produto 2016,Categoria A,287,17,06/09/2031
7891000392248,Produto 3396,Categoria B,287,17,18/10/2030
7891000391767,Produto 2915,Categoria D,287,27,14/12/2031
7891000396624,Produto 7772,Categoria D,287,29,12/03/2030
7891000392773,Produto 3921,Categoria D,288,3,20/10/2026
7891000397734,Produto 8882,Categoria D,288,4,02/10/2032
7891000391245,Produto 2393,Categoria B,288,5,07/10/2029
7891000389574,Produto 722,Categoria D,288,11,30/04/2033
7891000397513,Produto 8661,Categoria C,288,14,12/01/2031
7891000392174,Produto 3322,Categoria B,288,16,20/10/2028
7891000394793,Produto 5941,Categoria D,288,16,07/02/2027
7891000395219,Produto 6367,Categoria B,288,18,24/01/2029
7891000389226,Produto 374,Categoria B,288,19,17/09/2034
7891000392894,Produto 4042,Categoria A,288,22,02/11/2031
7891000397535,Produto 8683,Categoria C,288,24,11/08/2026
7891000390395,Produto 1543,Categoria C,288,29,29/12/2033
7891000396641,Produto 7789,Categoria D,289,3,25/11/2030
7891000391554,Produto 2702,Categoria C,289,4,11/06/2030
7891000392308,Produto 3456,Categoria C,289,4,08/02/2029
7891000398699,Produto 9847,Categoria D,289,7,26/09/2034
7891000395700,Produto 6848,Categoria D,289,8,05/05/2032
7891000391233,Produto 2381,Categoria B,289,9,11/11/2031
7891000390370,Produto 1518,Categoria C,289,10,21/08/2032
7891000391959,Produto 3107,Categoria A,289,13,04/10/2034
7891000391735,Produto 2883,Categoria D,289,20,07/06/2030
7891000398076,Produto 9224,Categoria B,289,22,23/02/2030
7891000393413,Produto 4561,Categoria C,289,28,24/12/2034
7891000391960,Produto 3108,Categoria A,290,4,04/12/2034
7891000396630,Produto 7778,Categoria D,290,4,06/09/2027
7891000389626,Produto 774,Categoria D,290,8,12/08/2029
7891000394191,Produto 5339,Categoria B,290,9,22/02/2033
7891000395936,Produto 7084,Categoria A,290,9,22/03/2032
7891000391000,Produto 2148,Categoria A,290,12,01/09/2034
7891000390212,Produto 1360,Categoria B,290,20,24/11/2027
7891000395748,Produto 6896,Categoria D,290,20,30/06/2030
7891000396942,Produto 8090,Categoria A,290,20,20/07/2030
7891000392889,Produto 4037,Categoria A,290,21,18/12/2026
7891000389903,Produto 1051,Categoria A,290,22,19/09/2027
7891000398034,Produto 9182,Categoria A,291,3,16/02/2029
7891000392155,Produto 3303,Categoria B,291,4,11/04/2028
7891000392390,Produto 3538,Categoria C,291,4,06/10/2031
7891000395457,Produto 6605,Categoria C,291,4,06/05/2033
7891000391398,Produto 2546,Categoria C,291,5,22/11/2031
7891000389899,Produto 1047,Categoria A,291,7,17/05/2032
7891000398390,Produto 9538,Categoria C,291,9,03/08/2027
7891000389133,Produto 281,Categoria B,291,13,24/05/2029
7891000390779,Produto 1927,Categoria D,291,14,09/06/2026
7891000397056,Produto 8204,Categoria B,291,14,12/01/2033
7891000396307,Produto 7455,Categoria C,291,21,16/03/2030
7891000391062,Produto 2210,Categoria B,291,23,19/11/2030
7891000394180,Produto 5328,Categoria B,291,24,21/05/2034
7891000398328,Produto 9476,Categoria C,291,24,04/02/2026
7891000393087,Produto 4235,Categoria B,291,25,03/08/2031
7891000396618,Produto 7766,Categoria D,291,28,05/02/2028
7891000390396,Produto 1544,Categoria C,292,3,17/09/2034
7891000393212,Produto 4360,Categoria B,292,9,19/01/2027
7891000397146,Produto 8294,Categoria B,292,12,26/11/2028
7891000397208,Produto 8356,Categoria B,292,14,09/01/2032
7891000393144,Produto 4292,Categoria B,292,16,24/03/2033
7891000395772,Produto 6920,Categoria D,292,17,30/01/2032
7891000396568,Produto 7716,Categoria D,292,23,02/01/2029
7891000397405,Produto 8553,Categoria C,292,23,27/12/2033
7891000398576,Produto 9724,Categoria D,292,24,01/06/2033
7891000390292,Produto 1440,Categoria C,292,25,03/09/2028
7891000390899,Produto 2047,Categoria A,292,25,19/12/2034
7891000392708,Produto 3856,Categoria D,292,26,09/07/2030
7891000396303,Produto 7451,Categoria C,292,26,02/09/2027
7891000397617,Produto 8765,Categoria D,292,27,06/02/2032
7891000390509,Produto 1657,Categoria C,292,30,24/04/2030
7891000390657,Produto 1805,Categoria D,293,3,18/01/2031
7891000395108,Produto 6256,Categoria B,293,4,20/04/2031
7891000396021,Produto 7169,Categoria A,293,6,16/09/2032
7891000393480,Produto 4628,Categoria C,293,10,25/01/2032
7891000396146,Produto 7294,Categoria B,293,12,09/02/2028
7891000394717,Produto 5865,Categoria D,293,18,19/05/2034
7891000390047,Produto 1195,Categoria A,293,21,16/03/2028
7891000396148,Produto 7296,Categoria B,293,29,19/03/2034
